Survived,Pclass,Age,Fare,Sex_female,Embarked_C,Embarked_Q,FamilySize
0,3,2.271173661724051,2.1076888046179385,0,1,0,0
1,1,2.4722292033174162,4.394449154672439,1,0,0,0
0,1,2.5601910027645136,4.436455632600354,0,0,0,1
0,3,2.0449861774315155,3.3638415951183864,0,0,0,5
0,1,2.346569489821563,3.357621598945279,0,1,0,0
1,3,2.346569489821563,2.7878344138303452,0,1,0,2
1,2,2.3591354611711486,2.4423470353692043,1,0,0,0
0,3,2.2334757476752953,2.2146605719425225,0,0,0,0
1,3,2.2083438049761246,2.188856327665703,1,0,0,6
0,3,2.3214375471223927,2.2682524139135403,0,0,0,2
0,2,2.3968333752199045,2.4423470353692043,0,0,0,0
0,3,2.1957778336265394,3.8691155044168695,1,0,0,7
0,2,2.258607690374466,4.310799125385514,0,0,0,0
0,3,2.3214375471223927,2.737880811060884,0,1,0,1
1,3,2.3968333752199045,4.05171190165724,0,0,0,0
0,3,2.308871575772807,2.157559320943788,0,0,0,0
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
1,2,2.00515204825333,3.4011973816621555,0,0,0,2
1,3,2.3717014325207337,2.600836116795061,1,0,0,0
0,3,2.271173661724051,2.302585092994046,0,0,0,0
1,3,2.3591354611711486,2.3513752571634776,0,0,0,0
1,3,2.346569489821563,2.1733302571367834,1,0,1,0
0,1,2.346569489821563,3.8732821771117156,0,0,0,0
1,2,2.2083438049761246,2.4423470353692043,1,0,0,0
1,3,2.4093993465694896,2.8243506567983707,1,0,0,3
0,3,2.1957778336265394,3.5660053559634015,0,0,0,4
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
1,1,2.283739633073637,5.575949103146316,1,0,0,5
0,3,2.296305604423222,2.2027647577118348,0,0,0,0
0,3,2.3591354611711486,2.2027647577118348,0,0,0,0
0,3,2.2460417190248805,2.180891922715322,0,0,0,0
0,1,2.572756974114099,4.1299529896894684,0,0,0,1
0,3,2.3214375471223927,3.0715352369694915,0,0,0,3
0,3,2.7361146016587083,2.1102132003465894,0,0,0,0
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
0,1,2.886906257853732,3.57386695198272,0,1,0,0
1,1,2.283739633073637,4.164465907853638,0,1,0,1
1,2,2.421965317919075,3.1780538303479458,1,0,0,1
0,2,2.421965317919075,3.295836866004329,0,0,0,1
0,3,2.346569489821563,2.1855792552411137,1,0,0,0
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,1,2.258607690374466,4.360387947851531,0,0,0,1
0,3,2.4093993465694896,2.267393053825037,0,0,0,0
0,3,2.459663231967831,2.188856327665703,0,0,0,2
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
1,3,2.258607690374466,2.157559320943788,1,0,0,0
1,3,2.346569489821563,2.1719067693519296,0,0,0,0
0,3,2.4722292033174162,2.1855792552411137,0,0,0,0
1,3,2.346569489821563,3.224857896545748,1,0,1,1
0,1,2.5853229454636844,3.970291913552122,0,0,0,0
0,3,2.1769288766021613,2.737880811060884,1,1,0,1
0,3,2.271173661724051,2.2027647577118348,0,0,0,0
0,3,2.2460417190248805,2.3818582738885534,1,0,0,1
0,3,2.2083438049761246,2.738146075922933,1,1,0,0
0,3,2.258607690374466,2.188856327665703,0,0,0,0
0,3,2.8806232721789393,2.169053700369523,0,0,1,0
0,2,2.3591354611711486,3.091042453358316,0,0,0,1
0,1,2.296305604423222,5.515526544247129,0,1,0,1
0,3,2.0198542347323447,3.4742929367327062,1,0,0,6
0,2,2.258607690374466,4.310799125385514,0,0,0,2
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
0,2,2.403116360894697,3.436268471383741,0,1,0,1
1,2,2.403116360894697,2.6390573296152584,1,0,0,0
0,1,2.6732847449107817,4.360387947851531,0,0,0,1
1,3,2.145513948228198,2.5048481563289,0,1,0,1
0,3,2.346569489821563,2.169053700369523,0,0,1,0
1,3,2.296305604423222,2.0969990034181696,0,0,0,0
1,3,2.346569489821563,3.1509523813392697,1,1,0,2
0,3,2.5601910027645136,2.076311648670908,0,0,0,0
0,3,2.4093993465694896,2.1855792552411137,0,1,0,0
0,3,2.2460417190248805,2.0856720914304723,0,0,0,0
0,3,2.5853229454636844,2.740840023925201,1,0,0,1
1,2,2.3591354611711486,3.295836866004329,1,0,0,1
0,2,2.308871575772807,2.6390573296152584,0,0,0,0
0,2,2.283739633073637,2.775447133088262,0,1,0,0
1,1,2.2334757476752953,3.3062747934011893,1,0,0,2
0,1,2.459663231967831,3.9908341858524357,0,0,0,1
0,3,2.1957778336265394,2.3240236363515288,0,0,0,0
0,1,2.296305604423222,4.384523514872469,0,1,0,0
0,3,2.346569489821563,2.7878344138303452,1,1,0,2
1,3,2.271173661724051,2.169053700369523,1,0,0,0
1,3,2.296305604423222,2.8243506567983707,1,0,0,1
0,3,2.2334757476752953,2.0476928433652555,0,0,1,0
0,2,2.22090977632571,2.5257286443082556,0,0,0,0
0,2,2.2334757476752953,3.6309854756950335,0,0,0,2
1,3,2.334003518471978,2.174274334826008,0,0,0,0
0,3,2.107816034179442,3.5660053559634015,1,0,0,4
0,2,2.4533802462930385,3.295836866004329,0,0,0,2
0,2,2.5224930887157577,2.6390573296152584,0,0,0,0
0,2,2.6355868308620254,2.6045398247325453,0,0,0,0
1,1,2.271173661724051,4.213607983048918,1,0,0,1
0,3,2.69213370193516,2.2027647577118348,0,0,0,0
0,3,2.50364413169138,2.740840023925201,0,0,0,2
0,3,2.346569489821563,2.1177604059819726,0,0,0,0
0,1,2.6355868308620254,4.133231886474144,0,1,0,1
1,3,2.1957778336265394,2.167143305297764,1,0,1,0
0,3,2.3717014325207337,2.2027647577118348,0,0,0,0
0,3,2.346569489821563,2.2682524139135403,0,0,0,0
0,3,2.346569489821563,4.256321678298823,0,0,0,10
0,3,2.5476250314149285,2.8390784635086144,0,0,0,1
1,2,2.497361146016587,2.8183982582710754,1,0,0,0
0,3,2.3214375471223927,2.1719067693519296,0,0,0,0
0,3,2.2083438049761246,2.2682524139135403,0,0,0,0
0,3,2.0072882633827596,3.705920919968788,0,0,0,5
1,3,2.107816034179442,3.0692150503137943,0,0,0,2
1,1,2.346569489821563,4.02535169073515,1,0,0,1
0,3,2.5601910027645136,3.3638415951183864,1,0,0,5
0,1,2.346569489821563,3.2930552230424524,0,0,0,0
0,3,2.346569489821563,4.05171190165724,0,0,0,0
0,1,2.7612465443578786,3.5409593240373143,0,0,0,0
0,3,2.0449861774315155,3.405355391810819,0,0,1,5
1,3,2.0072882633827596,2.495953738718064,1,0,0,2
0,3,2.258607690374466,2.188856327665703,0,0,0,0
0,1,2.698416687609952,3.4561841799918147,0,1,0,0
0,3,2.22090977632571,2.180891922715322,0,0,0,2
0,3,2.346569489821563,3.275887339030031,0,0,0,4
0,1,2.6230208595124402,3.391567832686312,1,1,0,0
0,2,2.3717014325207337,2.6390573296152584,0,0,0,0
0,3,2.447097260618246,0.0,0,0,0,0
0,3,2.346569489821563,4.256321678298823,1,0,0,10
0,2,2.346569489821563,2.775708849576025,0,1,0,0
0,3,2.107816034179442,3.4777725458882283,0,0,0,6
1,2,2.0072882633827596,3.6888794541139363,0,0,0,3
1,3,2.0449861774315155,3.1365805821413706,1,0,0,2
0,1,2.346569489821563,3.9318256327243257,0,0,0,0
1,3,2.346569489821563,2.803360380906535,1,0,1,1
1,1,2.5601910027645136,3.3160025355989236,0,0,0,0
0,3,2.497361146016587,2.803360380906535,0,0,1,2
0,3,2.447097260618246,2.1855792552411137,0,0,0,0
1,2,2.3968333752199045,2.6390573296152584,1,0,0,0
0,2,2.2334757476752953,2.6390573296152584,0,0,0,0
1,3,2.2334757476752953,2.180891922715322,1,0,0,1
1,2,2.0324202060819303,3.295836866004329,0,0,0,2
1,1,2.5476250314149285,3.357621598945279,1,1,0,0
1,1,2.723548630309123,4.993969182787072,1,1,0,0
0,3,2.346569489821563,2.169053700369523,0,0,1,0
0,3,2.5224930887157577,2.2411563979973974,0,0,0,1
1,3,2.346569489821563,2.169053700369523,1,0,1,0
0,2,2.296305604423222,2.6390573296152584,1,0,0,0
0,3,2.346569489821563,2.3513752571634776,0,0,0,0
0,3,2.346569489821563,4.256321678298823,0,0,0,10
0,3,2.421965317919075,2.0143428636837015,0,0,0,0
0,3,2.5664739884393066,2.1071782966514356,0,1,0,0
1,3,2.22090977632571,2.2027647577118348,0,0,0,0
0,3,2.0198542347323447,2.4390808375825834,1,0,0,1
0,3,2.3968333752199045,2.8243506567983707,0,0,0,1
1,3,2.3214375471223927,2.9850504252071306,0,1,0,0
1,3,2.1957778336265394,2.169053700369523,1,0,1,0
1,1,2.497361146016587,3.4657359027997265,0,1,0,0
0,3,2.296305604423222,2.0856720914304723,0,0,0,0
1,2,2.4345312892686604,3.091042453358316,1,0,0,0
0,3,2.271173661724051,2.1102132003465894,0,0,0,0
0,2,2.3717014325207337,2.6390573296152584,0,0,0,0
0,3,2.346569489821563,2.169053700369523,0,0,1,1
1,1,2.3842674038703193,4.738607824217808,1,1,0,1
1,3,2.334003518471978,2.188856327665703,1,0,0,0
0,2,2.5224930887157577,3.332204510175204,0,0,0,1
1,1,2.3968333752199045,4.347586575960343,1,1,0,0
0,2,2.3717014325207337,2.4423470353692043,0,0,0,0
1,3,2.1957778336265394,2.2027647577118348,0,0,0,0
0,2,2.334003518471978,2.6390573296152584,0,0,0,0
0,3,2.6355868308620254,2.2027647577118348,0,0,0,0
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
1,1,2.4722292033174162,4.51085950651685,0,0,0,1
0,3,2.271173661724051,2.336986519711378,0,0,0,0
1,2,2.2334757476752953,2.4423470353692043,0,0,0,0
0,3,2.2523247046996735,2.1102132003465894,0,0,0,0
0,2,2.22090977632571,2.6390573296152584,0,0,0,0
0,3,2.346569489821563,3.275887339030031,1,0,0,4
1,1,2.4345312892686604,4.436455632600354,1,0,0,1
0,3,2.3591354611711486,2.1719067693519296,0,0,0,0
0,2,2.7361146016587083,2.6741486494265287,0,0,0,0
1,3,2.0575521487811006,3.4777725458882283,1,0,0,6
0,2,2.296305604423222,2.4423470353692043,0,0,0,0
0,3,2.346569489821563,2.145931282948669,1,0,0,0
0,2,2.5476250314149285,3.295836866004329,0,0,0,1
1,2,2.095250062829857,3.305053521109253,1,0,0,2
0,2,2.2334757476752953,2.4423470353692043,0,0,0,0
0,2,2.4093993465694896,2.5858825671280026,0,0,0,0
0,3,2.346569489821563,2.737880811060884,1,1,0,1
1,3,2.346569489821563,2.803360380906535,1,0,1,1
0,2,2.3591354611711486,2.4423470353692043,0,0,0,0
0,3,2.271173661724051,2.094945728215801,0,0,0,0
0,3,2.3717014325207337,2.1071782966514356,0,1,0,0
0,1,2.5476250314149285,4.51085950651685,0,0,1,2
0,3,2.308871575772807,2.1719067693519296,1,0,0,0
1,2,2.296305604423222,2.740840023925201,1,0,0,2
1,1,2.459663231967831,3.9806942251907276,0,0,0,2
0,2,2.6732847449107817,3.295836866004329,0,0,0,1
0,3,2.346569489821563,2.1102132003465894,0,0,0,0
0,3,2.3591354611711486,2.4390808375825834,1,0,0,2
0,1,2.7738125157074642,3.3160025355989236,0,0,0,0
0,3,2.3717014325207337,2.8390784635086144,0,0,0,1
0,3,2.5099271173661726,3.0545906305603445,1,0,0,2
1,3,2.3591354611711486,2.7878344138303452,1,1,0,2
1,1,2.346569489821563,4.384523514872469,1,1,0,0
1,1,2.3717014325207337,4.471638793363569,1,0,0,0
1,1,2.4345312892686604,6.240917354759096,1,1,0,0
1,2,2.6230208595124402,3.295836866004329,1,0,0,1
0,3,2.346569489821563,2.169053700369523,0,0,1,0
1,3,2.0324202060819303,3.4777725458882283,0,0,0,6
0,1,2.648152802211611,4.390118804571218,0,0,0,2
0,1,2.497361146016587,0.0,0,0,0,0
0,3,2.346569489821563,2.169053700369523,1,0,1,0
0,2,2.447097260618246,2.4423470353692043,0,0,0,0
0,3,2.1957778336265394,3.705920919968788,0,0,0,5
1,3,2.308871575772807,2.1719067693519296,0,0,0,1
1,1,2.723548630309123,5.039951348430309,1,0,0,1
1,1,2.4345312892686604,4.91730069488021,1,0,0,0
0,1,2.346569489821563,3.4657359027997265,0,0,0,0
1,3,2.308871575772807,0.0,0,0,0,0
1,2,2.5099271173661726,3.0204248861443626,1,0,0,1
0,1,2.459663231967831,3.4242626545931514,0,1,0,1
1,3,2.346569489821563,2.169053700369523,1,0,1,0
1,1,2.7863784870570494,4.368919865004903,1,0,0,1
0,3,2.5601910027645136,2.169053700369523,1,0,0,0
0,2,2.346569489821563,0.0,0,0,0,0
0,3,2.0826840914802713,3.405355391810819,0,0,1,5
1,3,2.4345312892686604,3.056356895370426,1,0,0,2
0,3,2.81151042975622,2.169053700369523,0,0,1,0
0,3,2.346569489821563,2.180891922715322,0,0,0,0
0,3,2.1957778336265394,2.3513752571634776,0,0,0,0
1,3,2.2334757476752953,2.2027647577118348,0,0,0,0
0,1,2.346569489821563,3.295836866004329,0,0,0,0
0,3,2.4093993465694896,2.2682524139135403,0,1,0,0
1,3,2.3717014325207337,2.3513752571634776,0,0,0,0
0,3,2.271173661724051,2.1855792552411137,0,0,0,0
1,2,2.5224930887157577,2.6390573296152584,0,0,0,0
1,3,2.271173661724051,2.169053700369523,1,0,1,0
1,1,2.3214375471223927,4.380149874661021,1,0,0,0
1,1,2.2334757476752953,4.5226490762785785,1,1,0,1
0,2,2.447097260618246,2.630088659632498,0,1,0,0
0,3,2.296305604423222,2.2874714551839976,1,0,0,0
0,3,2.296305604423222,2.1855792552411137,0,0,0,0
0,1,2.346569489821563,3.357621598945279,0,1,0,0
0,3,2.2900226187484294,2.1076888046179385,0,1,0,0
0,1,2.0198542347323447,5.027492411162679,1,0,0,3
1,1,2.346569489821563,3.449987545831587,0,0,0,0
1,1,2.6230208595124402,5.515526544247129,1,1,0,1
1,3,2.346569489821563,2.169053700369523,1,0,1,0
1,3,2.346569489821563,3.188416617383492,0,0,1,2
0,3,2.2334757476752953,0.0,0,0,0,0
1,2,2.346569489821563,2.5915163848462583,1,0,1,0
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
1,1,2.0062829856747926,5.027492411162679,0,0,0,3
1,1,2.346569489821563,4.717456363787216,1,1,0,0
1,1,2.2083438049761246,4.699570861409576,1,1,0,1
0,2,2.3717014325207337,3.2188758248682006,0,1,0,1
1,1,2.3717014325207337,4.0592215752427645,1,1,0,0
1,1,2.296305604423222,4.432699549165613,1,1,0,0
1,1,2.22090977632571,5.5735788721243535,1,1,0,4
0,2,2.3214375471223927,3.295836866004329,1,0,0,2
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,2,2.5350590600653433,3.305053521109253,0,0,0,2
1,3,2.3214375471223927,2.180891922715322,1,0,0,0
1,2,2.296305604423222,3.295836866004329,1,0,0,1
0,2,2.6732847449107817,2.70805020110221,0,0,0,0
1,1,2.3842674038703193,5.11118445372147,1,0,0,2
1,1,2.497361146016587,4.908971640319756,1,1,0,2
0,3,2.271173661724051,2.1102132003465894,0,0,0,0
0,3,2.334003518471978,2.1855792552411137,0,0,0,0
1,2,2.3717014325207337,2.5915163848462583,1,0,1,0
1,2,2.271173661724051,3.4011973816621555,1,0,0,2
0,3,2.346569489821563,4.256321678298823,0,0,0,10
1,1,2.447097260618246,4.91730069488021,1,1,0,0
0,3,2.7612465443578786,1.9792758428991135,0,0,0,0
1,2,2.447097260618246,2.6390573296152584,1,0,0,0
1,3,2.3842674038703193,3.0692150503137943,1,0,0,2
1,1,2.1957778336265394,4.077184839375167,1,1,0,1
1,3,2.346569489821563,3.188416617383492,1,0,1,2
0,1,2.5664739884393066,3.3843902633457743,0,0,0,0
0,1,2.4722292033174162,5.039951348430309,0,0,0,1
0,3,2.1957778336265394,2.9444389791664403,0,0,0,2
1,1,2.346569489821563,4.902678819257608,1,0,0,1
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,1,2.3591354611711486,4.213607983048918,0,0,0,1
1,1,2.5099271173661726,4.908971640319756,1,1,0,0
1,3,2.5601910027645136,2.2027647577118348,0,0,0,0
0,1,2.5601910027645136,3.597312260588446,0,0,0,0
1,2,2.0198542347323447,3.295836866004329,0,0,0,2
1,1,2.296305604423222,5.575949103146316,1,0,0,5
0,2,2.346569489821563,2.6390573296152584,0,0,0,0
0,2,2.308871575772807,2.6390573296152584,0,0,0,0
0,2,2.447097260618246,2.6390573296152584,0,0,0,0
1,2,2.296305604423222,2.6390573296152584,1,0,0,0
1,2,2.497361146016587,2.6390573296152584,1,0,0,0
1,3,2.346569489821563,2.8390784635086144,1,0,0,1
1,3,2.0324202060819303,2.8273136219290276,0,0,0,2
0,3,2.5224930887157577,2.2682524139135403,0,0,0,0
0,3,2.283739633073637,2.3248357019288655,0,0,0,0
0,1,2.346569489821563,3.58351893845611,0,0,0,0
0,3,2.183211862276954,2.1076888046179385,0,1,0,2
0,3,2.308871575772807,2.9338568698359038,0,0,0,1
0,3,2.346569489821563,2.1071782966514356,0,1,0,0
0,3,2.346569489821563,2.3513752571634776,0,0,0,0
1,1,2.271173661724051,4.02535169073515,1,0,0,1
0,2,2.4722292033174162,2.6390573296152584,1,0,0,0
1,3,2.346569489821563,2.1837114628556327,1,0,1,0
1,3,2.346569489821563,2.1837114628556327,1,0,1,0
0,3,2.497361146016587,3.3638415951183864,0,0,0,5
0,2,2.3591354611711486,3.357621598945279,0,1,0,1
0,3,2.5601910027645136,2.737880811060884,1,1,0,1
0,3,2.4345312892686604,2.0856720914304723,0,0,0,0
0,3,2.346569489821563,2.803360380906535,0,0,1,1
0,3,2.3717014325207337,2.1102132003465894,0,0,0,0
1,1,2.7486805730082935,4.334017415487521,1,1,0,1
1,3,2.346569489821563,2.1076888046179385,1,1,0,0
1,3,2.346569489821563,2.169053700369523,1,0,1,0
1,1,2.296305604423222,4.252771798816619,1,1,0,0
1,1,2.308871575772807,4.0332082470129285,0,1,0,1
0,3,2.22090977632571,2.0143428636837015,0,0,0,1
0,3,2.2334757476752953,2.2027647577118348,0,0,0,0
0,1,2.271173661724051,4.91730069488021,0,1,0,0
0,3,2.0324202060819303,3.0944457464900235,1,0,0,4
1,1,2.346569489821563,4.420896324687287,1,1,0,1
1,3,2.271173661724051,2.1102132003465894,1,0,0,0
0,1,2.334003518471978,5.358941988364472,0,1,0,2
0,3,2.2460417190248805,1.6119347926326877,0,1,0,0
0,3,2.2334757476752953,2.1719067693519296,0,0,0,0
1,1,2.5224930887157577,5.4316456135398825,1,1,0,0
1,3,2.0072882633827596,2.817902613071225,1,1,0,2
0,3,2.3968333752199045,2.188856327665703,0,0,0,0
1,1,2.4345312892686604,3.970291913552122,1,0,0,1
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,2,2.22090977632571,4.310799125385514,0,0,0,0
0,3,2.0072882633827596,3.8691155044168695,0,0,0,7
1,2,2.447097260618246,2.6390573296152584,1,0,0,0
0,3,2.346569489821563,2.1666737276227077,0,0,1,0
1,2,2.2083438049761246,2.5649493574615367,1,1,0,0
1,1,2.447097260618246,4.795790545596741,0,0,0,3
1,3,2.258607690374466,2.174274334826008,0,0,0,0
0,3,2.346569489821563,2.188856327665703,0,0,0,2
1,1,2.283739633073637,4.738607824217808,1,1,0,1
1,3,2.296305604423222,2.8735646395797834,1,0,0,2
0,3,2.271173661724051,2.174274334826008,0,0,0,0
0,3,2.3842674038703193,2.180891922715322,1,0,0,0
0,2,2.572756974114099,3.295836866004329,0,0,0,0
0,2,2.283739633073637,2.4423470353692043,0,0,0,0
1,2,2.346569489821563,2.613739521630969,1,0,0,0
1,3,2.484795174667002,2.188856327665703,0,0,0,0
0,3,2.3214375471223927,2.2027647577118348,0,0,0,0
0,3,2.258607690374466,2.3818582738885534,1,0,0,1
0,3,2.346569489821563,2.8243506567983707,0,0,0,1
0,3,2.2460417190248805,2.2682524139135403,1,0,0,0
0,2,2.421965317919075,3.091042453358316,0,0,0,1
0,3,2.6355868308620254,2.169053700369523,0,0,0,0
1,2,2.0324202060819303,2.9831534913471307,0,0,0,2
0,3,2.258607690374466,2.1719067693519296,0,0,0,0
0,3,2.346569489821563,3.275887339030031,1,0,0,4
0,3,2.346569489821563,2.1855792552411137,0,0,0,0
0,3,2.346569489821563,2.061570298060867,0,0,1,0
1,1,2.4093993465694896,4.51085950651685,1,0,1,1
0,2,2.346569489821563,0.0,0,0,0,0
1,3,2.5476250314149285,2.188856327665703,0,0,0,0
0,3,2.346569489821563,2.2027647577118348,1,0,0,0
1,2,2.421965317919075,3.5115454388310208,1,0,0,2
1,2,2.22090977632571,2.6390573296152584,1,0,0,2
0,2,2.3717014325207337,2.6390573296152584,0,0,0,0
0,3,2.1203820055290272,3.224857896545748,1,0,0,2
0,3,2.346569489821563,2.1855792552411137,0,1,0,0
0,3,2.258607690374466,2.167143305297764,0,0,1,0
0,3,2.3591354611711486,2.1832383353614797,0,0,0,0
0,3,2.346569489821563,2.7343675094195836,1,0,0,2
0,3,2.22090977632571,3.0545906305603445,0,0,0,2
0,3,2.346569489821563,2.1102132003465894,0,0,0,0
1,2,2.346569489821563,3.295836866004329,1,0,0,1
1,2,2.2334757476752953,3.295836866004329,1,0,0,0
0,3,2.346569489821563,2.169053700369523,0,0,1,0
1,3,2.3968333752199045,2.2027647577118348,0,0,0,0
1,1,2.346569489821563,3.3160025355989236,0,0,0,0
1,3,2.346569489821563,2.8390784635086144,1,0,0,1
1,2,2.5224930887157577,3.295836866004329,1,0,0,1
0,3,2.2083438049761246,2.094945728215801,0,0,0,0
0,1,2.6230208595124402,4.041295341132285,0,0,0,1
1,1,2.1706458909273687,4.795790545596741,1,0,0,3
0,3,2.258607690374466,3.5660053559634015,1,0,0,4
1,2,2.296305604423222,2.9831534913471307,1,0,0,5
0,1,2.798944458406635,5.575949103146316,0,0,0,5
0,2,2.3842674038703193,2.4423470353692043,0,0,0,0
1,2,2.5601910027645136,3.305053521109253,1,0,0,2
0,3,2.2460417190248805,2.3513752571634776,0,0,0,0
0,3,2.308871575772807,2.1719067693519296,0,0,0,1
1,2,2.346569489821563,2.6390573296152584,1,0,0,0
1,3,2.346569489821563,2.2096470973347766,0,0,0,0
1,1,2.0449861774315155,4.417131919904876,0,0,0,2
1,2,2.1580799195777836,3.0204248861443626,1,0,0,1
1,1,2.421965317919075,3.3160025355989236,0,0,0,0
1,3,2.0575521487811006,3.0085645861193133,1,1,0,3
1,1,2.648152802211611,3.449987545831587,0,0,0,0
0,2,2.447097260618246,3.3586377672433594,0,0,0,3
0,3,2.346569489821563,3.0429354648621407,0,0,0,1
0,1,2.3717014325207337,3.3586377672433594,0,1,0,0
1,1,2.610454888162855,4.500966778400217,0,1,0,1
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
1,3,2.3591354611711486,2.1855792552411137,0,1,0,0
0,1,2.81151042975622,3.3160025355989236,0,0,0,0
1,1,2.346569489821563,3.967694202798607,1,0,0,1
1,2,2.6230208595124402,2.4423470353692043,1,0,0,0
0,3,2.346569489821563,2.169053700369523,0,0,1,0
1,1,2.59788891681327,3.3160025355989236,0,0,0,0
0,3,2.421965317919075,2.2027647577118348,0,0,0,0
0,1,2.5853229454636844,3.676300671907076,0,0,0,0
0,2,2.59788891681327,2.6390573296152584,0,0,0,0
0,3,2.346569489821563,2.2027647577118348,0,0,0,0
0,3,2.4722292033174162,2.0856720914304723,0,0,0,0
0,2,2.346569489821563,0.0,0,0,0,0
0,1,2.698416687609952,3.3160025355989236,0,0,0,0
0,3,2.346569489821563,2.1661924680884908,0,0,1,0
1,3,2.004146770545363,3.0085645861193133,1,1,0,3
0,3,2.346569489821563,2.1102132003465894,0,0,0,0
0,3,2.4722292033174162,2.2682524139135403,0,0,0,0
1,2,2.4093993465694896,3.3586377672433594,1,0,0,3
1,2,2.283739633073637,2.694066212646058,1,1,0,0
0,3,2.271173661724051,2.3830123421066602,1,0,0,0
0,1,2.346569489821563,3.970291913552122,0,0,0,0
0,2,2.421965317919075,3.091042453358316,0,0,0,1
0,3,2.3591354611711486,2.0851502161468174,0,0,0,1
0,3,2.271173661724051,2.142510233146819,0,0,0,0
1,3,2.0198542347323447,2.586823743668066,1,0,0,1
0,3,2.107816034179442,3.8691155044168695,0,0,0,7
